times, le, le_qc, le_unc, h, h_qc, h_unc, g, g_qc, sm1, sm1_qc, nee, nee_qc, gpp, gpp_se
2.010021400000000000e+07,3.468329999999999913e+00,1.000000000000000000e+00,1.065669999999999895e+00,1.313920000000000066e+01,1.000000000000000000e+00,2.320059999999999789e+00,-5.233329999999999593e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,5.749750000000000139e-01,9.583329999999999904e-01,1.974270000000000191e-03,1.822030000000000090e-03
2.010021500000000000e+07,1.605189999999999984e+01,1.000000000000000000e+00,1.360640000000000072e+00,1.091879999999999917e+01,1.000000000000000000e+00,2.508820000000000050e+00,-5.237499999999999822e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,5.413459999999999939e-01,1.000000000000000000e+00,1.871929999999999948e-03,1.724550000000000041e-03
2.010021600000000000e+07,1.356990000000000052e+01,1.000000000000000000e+00,1.230010000000000048e+00,2.774150000000000116e+00,1.000000000000000000e+00,2.101059999999999928e+00,-4.658330000000000304e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,4.782549999999999857e-01,1.000000000000000000e+00,1.506689999999999982e-03,1.385720000000000007e-03
2.010021700000000000e+07,8.939159999999999329e+00,9.583329999999999904e-01,1.090170000000000083e+00,4.081170000000000186e+00,9.166670000000000096e-01,2.060550000000000104e+00,-6.599999999999999645e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,6.646490000000000453e-01,8.333329999999999904e-01,1.583519999999999936e-03,1.452020000000000047e-03
2.010021800000000000e+07,1.451960000000000051e+01,1.000000000000000000e+00,1.510529999999999928e+00,-1.866239999999999899e+00,9.583329999999999904e-01,1.360619999999999941e+00,-4.375000000000000000e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,6.403309999999999835e-01,8.750000000000000000e-01,1.142149999999999979e-03,1.044009999999999947e-03
2.010021900000000000e+07,8.613699999999999690e+00,1.000000000000000000e+00,1.004299999999999971e+00,-1.743540000000000090e+00,1.000000000000000000e+00,1.171640000000000015e+00,-3.312500000000000000e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,6.686410000000000409e-01,1.000000000000000000e+00,4.133599999999999861e-04,3.768159999999999782e-04
2.010022000000000000e+07,8.181060000000000443e+00,1.000000000000000000e+00,1.084470000000000045e+00,-1.827699999999999880e-01,9.583329999999999904e-01,1.222269999999999968e+00,-1.879170000000000007e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,6.584170000000000300e-01,1.000000000000000000e+00,3.647599999999999974e-04,3.333820000000000143e-04
2.010022100000000000e+07,1.481840000000000046e+01,1.000000000000000000e+00,1.235980000000000079e+00,-6.111740000000000173e+00,1.000000000000000000e+00,1.400190000000000046e+00,-1.983330000000000037e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,7.301370000000000360e-01,1.000000000000000000e+00,1.200730000000000005e-04,1.374710000000000125e-04
2.010022200000000000e+07,5.086070000000000313e+00,9.583329999999999904e-01,1.140099999999999891e+00,4.792609999999999815e+00,9.166670000000000096e-01,2.247809999999999864e+00,-5.341669999999999696e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,4.493779999999999997e-01,9.166670000000000096e-01,0.000000000000000000e+00,1.232080000000000035e-04
2.010022300000000000e+07,1.618560000000000088e+01,1.000000000000000000e+00,1.493419999999999970e+00,-3.308370000000000033e+00,1.000000000000000000e+00,2.490359999999999907e+00,-7.474999999999999645e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,4.180800000000000072e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.513250000000000055e-04
2.010022400000000000e+07,7.866450000000000387e+00,1.000000000000000000e+00,9.634239999999999471e-01,1.782979999999999876e+01,1.000000000000000000e+00,3.070359999999999978e+00,-8.608330000000000481e+00,1.000000000000000000e+00,-9.999000000000000000e+03,-9.999000000000000000e+03,5.018280000000000518e-01,8.750000000000000000e-01,0.000000000000000000e+00,1.518839999999999980e-04
